noTweets;sum_compound;avg_sum_compound;price_open;price_close;volume_traded;trades_count
3147;710.2467;0.2256116936765173;4709.46;4089.0;25547087.16675862;15071.0
1387;318.636;0.22927180966113914;4076.64;4072.88;14924884.949568227;13279.0
1891;331.4672;0.17503966155473294;4159.4;4086.01;8802296.110131927;11387.0
2077;498.1782;0.23976889744824265;4084.51;4078.5;9893503.839272777;8016.0
2472;562.7647999999998;0.2273462783171521;4083.386;4090.0;32788661.845430285;19997.0
1768;267.4801;0.1510180995475113;4090.0;4120.0;183918332.61017933;53121.0
3660;608.1509;0.16612021857923498;4181.19958525;4114.08;48216764.770582;21669.0
3034;492.4447;0.16216216216216214;4183.00705;4113.0;23526588.317471944;11836.0
2733;519.8441;0.18990120746432493;4073.42665994;4085.2340000000004;77809063.50423652;29268.0
2620;587.8442;0.22404580152671755;4087.06;4070.5;201645281.9677186;52461.0
2442;500.0801;0.20475020475020475;4076.43;4089.5;66896707.02964791;22329.0
2640;620.5566;0.2348484848484849;4176.0;4090.5;35014730.61020327;14176.0
2666;523.5078;0.19617404351087767;4085.36;4087.5;20818576.08168833;11669.0
2721;593.8479;0.2179345828739434;4088.1;4076.0;38873055.306465015;16058.0
2735;481.4206;0.17586837294332724;4076.0;4076.67;16068837.253484147;9711.0
2946;513.2679;0.17413441955193482;4157.0;4070.5;37349376.84115852;17386.0
3051;526.3726999999999;0.1724024909865618;4072.04;4083.0;20645369.6733054;10990.0
3223;475.3782;0.147378219050574;4079.46795693;4082.0;18779510.565841094;10282.0
3284;663.6252;0.20188794153471376;4203.72043012;4076.2;20316138.10239124;13026.0
3498;647.2771;0.18496283590623214;4074.52742429;4076.5;17429309.864971124;11200.0
3861;916.8565;0.23724423724423724;4077.57838729;4065.0;53682452.66602333;21617.0
3813;823.1371;0.21584054550222925;4066.25;4073.5;73706487.84071404;30716.0
3357;699.9301;0.20822162645218945;4163.8;4067.5;17042066.823039103;11841.0
3209;555.0994;0.17295107510127766;4079.66520131;4077.22;11063263.0149268;11910.0
3254;727.0917999999997;0.22341733251382914;4074.5;4073.0;6762613.136819167;8521.0
3172;745.7538;0.2348675914249685;4075.65658899;4075.5;9914300.329652578;9054.0
2857;587.2477;0.2054602730136507;4079.93;4079.0;12192821.067340976;10419.0
2714;533.856;0.19638909358879889;4077.37198498;4081.0;15675364.927149056;11265.0
2452;479.4911;0.19535073409461665;4078.28477552;4088.0;28110230.50851328;16486.0
2230;339.8318;0.15201793721973095;4092.2;4082.8;45726988.20263357;23247.0
1940;387.3205;0.19948453608247424;4098.97;4083.0;14594881.327723332;9322.0
2056;355.04920000000016;0.17266536964980544;4190.0;4076.020971500001;21151975.969875727;12918.0
2185;345.7499;0.15789473684210525;4078.95;4088.14;12653811.33264365;9707.0
2025;403.3903;0.19901234567901235;4087.81;4076.88536664;19181268.10823415;9970.0
2079;421.4384;0.2025012025012025;4083.12197877;4087.48;13406482.66090491;8019.0
2085;399.8558;0.19136690647482013;4083.13;4080.53999629;8044069.789263886;6490.0
2843;519.761;0.18255364052057685;4085.3;4079.61;12437527.448609602;7874.0
2465;507.5379;0.2056795131845842;4153.8;4085.0;17152215.79155527;8749.0
2496;520.6754;0.2083333333333333;4104.54624939;4085.01;13015667.980056578;6932.0
2389;555.6571;0.2323147760569276;4085.7;4088.5;24525997.37890301;10842.0
2531;625.8136;0.24693796918214145;4081.73817231;4093.75;30476795.82424633;14135.0
2884;708.1286;0.24549237170596394;4095.74;4085.99;38431413.17556373;16072.0
2923;698.2436;0.23879575778309955;4080.98539093;4091.5;21052041.91424148;10457.0
3083;741.943;0.2403503081414207;4227.49;4090.0;7384030.501881306;8151.0
2890;653.6049;0.2259515570934256;4168.7;4080.0;20752522.949631814;11109.0
3037;801.7828;0.2637471188673033;4163.4;4088.95;13529986.326340487;10637.0
3225;789.0074999999997;0.2446511627906977;4088.95;4084.5;6034909.631629075;8448.0
3445;682.7689999999999;0.19796806966618288;4150.0;4090.98;17253128.196059365;12248.0
2959;692.6775;0.2338627914836093;4090.98;4093.0;11815794.984387984;10511.0
2833;676.4689999999998;0.2386163078009177;4094.99;4093.1;8233425.062111155;8485.0
2842;647.5397999999999;0.22765657987332866;4093.1;4085.5;9886454.868171832;9275.0
2619;591.9501;0.2256586483390607;4067.98875422;4094.55;10430679.969584964;8372.0
2400;492.0708;0.205;4167.5;4091.0;9616926.69829592;8016.0
2583;513.7986;0.1986062717770035;4095.0;4108.5;256533587.06518388;66502.0
2602;552.1299;0.2121445042275173;4111.01;4114.0;134202801.64346136;39455.0
2462;526.8731;0.21364744110479286;4097.10109183;4102.1353835;31021109.70025563;15105.0
2429;566.0573999999998;0.2330177027583368;4121.19;4126.0;50975248.91195204;19813.0
2457;665.5535;0.2706552706552707;4124.02;4125.16;35856553.30434943;14485.0
2660;670.6456000000002;0.2518796992481203;4123.74;4129.91400141;34472644.77933747;14933.0
2816;613.8538;0.2176846590909091;4122.11;4124.5;25780567.1378177;12829.0
3280;720.9893999999997;0.2195121951219512;4128.4;4122.79;27789243.78119408;14352.0
3098;689.1049;0.2224015493867011;4122.79;4120.05;65674939.7266916;21031.0
3465;660.3747;0.19047619047619047;4191.1;4117.0;14059485.625976512;9404.0
3359;753.3288;0.2241738612682346;4122.67828675;4115.42;37060687.84370199;13855.0
3489;745.5717000000003;0.21352823158498133;4115.29;4109.5;36984972.47835954;18174.0
3694;820.4863;0.22198159177043847;4113.01;4121.0;33569456.83345204;15851.0
4103;941.5753;0.2293443821593956;4240.00000009;4131.5;55595094.76341983;19089.0
4348;798.2472;0.18353265869365226;4116.62101301;4135.0;117605459.987129;40791.0
4128;858.2732;0.2078488372093024;4111.9762982;4138.72;43187165.44106771;20025.0
4333;889.1586;0.2051696284329564;4118.81737231;4136.5;39382492.1648181;18847.0
3811;738.9913;0.1936499606402519;4142.9;4134.35;24479716.540456045;14748.0
3581;808.6034;0.2256352974029601;4131.51;4126.0;26112786.024793826;13201.0
3703;849.8579;0.2292735619767756;4115.15740623;4124.5;13638170.215465724;9109.0
3507;827.0437000000003;0.2358140861134873;4130.99;4128.49;17011049.396138616;11839.0
3121;692.9103;0.2217238064722845;4126.09;4130.74;16862916.730413556;12709.0
2887;654.544;0.2265327329407689;4198.3;4137.37;30141183.1869878;14620.0
2823;683.9114;0.2419411973078285;4199.8;4137.0;32978624.06896165;15011.0
3461;1036.5443;0.2993354521814505;4132.56;4148.18;118447981.63067628;36980.0
3140;839.9283;0.26719745222929936;4148.18;4155.42;71416050.91562258;29069.0
3365;893.2328;0.26537890044576523;4157.77;4170.0;161874581.19586226;45093.0
3058;771.3836;0.25212557226945714;4233.7377335;4178.5;71953476.83289573;24116.0
4955;846.5968;0.17073662966700304;4169.9824899999985;4689.75;579218134.4168289;142353.0
8824;1290.154;0.14619220308250228;4687.9;4749.0;757165564.5840029;181465.0
6547;1106.8265;0.1689323354208034;4734.14;4717.8;454409394.19551915;116350.0
5940;1155.0575;0.19444444444444445;4777.5;4700.0;174293695.30281886;51144.0
5719;1201.4515;0.2100017485574401;4559.99999;4703.5;154917292.2420044;45066.0
5915;1310.136;0.22147083685545224;4675.00000003;4802.8679999999995;297894683.16867214;75634.0
6167;1135.8782;0.18404410572401486;4870.4;4792.5;149651819.19093016;45369.0
6959;1239.1848;0.17804282224457538;4787.34;4776.57;130049798.96957754;37235.0
6794;1131.5719;0.16647041507212246;4768.99090448;4810.5;171555894.72728422;46170.0
6772;1128.9315;0.16656822209096278;4786.53373581;4800.5;110563902.4995988;37529.0
6590;1289.4486000000004;0.19559939301972687;4876.0;4746.04;315724446.4542715;78060.0
6515;1181.3757;0.1812739831158864;4745.2;4739.5;94234785.47854124;34735.0
6837;1255.3058;0.18356004095363465;4829.9;4737.0;83775613.15464254;36517.0
5897;1153.5659;0.195523147363066;4806.0;4724.0;94941311.4938547;37887.0
5699;1034.314;0.18143533953325144;4782.0;4740.5;38113183.43549405;20229.0
4997;925.6731;0.185111066639984;4791.0;4759.0;52556641.17993865;26866.0
5836;1154.0396;0.1977381768334476;4823.5440288;4804.13;247416697.6551208;72744.0
5100;1093.632;0.2143137254901961;4770.20791065;4788.21;144122354.49901757;43304.0
4503;885.6916;0.1965356429047302;4788.22;4828.0;73624099.74226487;30149.0
4425;847.5778;0.19141242937853106;4827.38;4903.8;370709446.005311;97978.0
5166;933.0397;0.1806039488966318;4899.01;4973.5;317883833.62213355;86482.0
4964;1058.1678000000004;0.2131345688960516;4973.93;4965.5;215487986.11486143;55322.0
5138;877.9843;0.1706889840404827;4995.3;5074.97;334390028.2077643;86341.0
5208;992.5316;0.19047619047619047;5086.0;5050.0;254412870.9339744;65644.0
4475;949.2077;0.21206703910614524;5048.47;4922.5;363444702.8154093;87006.0
4436;1051.4023;0.23692515779981965;4911.43;4959.0;106917801.09659058;36026.0
4216;888.8272;0.21062618595825428;4957.06780682;4976.0;77428061.985017;32647.0
4592;935.5934;0.2036149825783972;4975.25;4964.58;93294216.03284721;34695.0
4254;868.9595;0.20404325340855664;4963.69;4945.64;85667630.11772066;34464.0
3828;824.4329;0.21525600835945666;4928.5;4974.0;52754351.20427933;25241.0
5730;2072.6271;0.36160558464223386;5017.0;4953.5;54402668.41983539;26061.0
5902;1679.1075;0.2844798373432735;4953.63;4965.5;68346932.0550237;29537.0
6211;1381.2427;0.2223474480759942;4952.16;5009.5;221203436.12835485;58618.0
6271;1377.3355;0.21958220379524795;5005.35197337;5041.0;193805827.1475269;54802.0
6421;1421.9351;0.221305092664694;5080.08176289;5006.0;153870351.02805656;44685.0
5892;1249.9475000000002;0.21198234894772566;5005.39;5008.5;92724295.31749044;34852.0
6136;1322.9526999999996;0.21544980443285527;4952.71949841;5124.5;387745648.64994985;104294.0
6269;1384.0963000000006;0.2207688626575212;5149.2;5125.64;307485905.0793615;77419.0
5579;1264.1466;0.2265639003405628;4980.18121859;5138.5;155053970.6785617;50715.0
5541;1254.0752;0.2263129399025447;5137.25;5142.71;121635160.22427212;45667.0
6036;1327.0852;0.2198475811795892;5148.1;5295.0;319624415.89483523;96482.0
5810;1244.3216;0.21411359724612736;5290.0;5197.0;337837228.48138845;88317.0
4635;1056.1549;0.227831715210356;5182.3;5104.2;392533280.54802;114832.0
4399;875.7331999999999;0.1989088429188452;5068.4;4979.0;520173077.9231523;142504.0
3636;685.2192;0.1883938393839384;4955.662105100001;5031.5;227524023.7047916;58735.0
3393;711.403;0.20954907161803712;5037.2;4983.5;178318721.01500392;49271.0
3844;520.7063;0.13527575442247658;4996.2;5015.57;144895732.72084194;40451.0
3648;562.1828;0.15405701754385964;5158.19723778;4967.98;102851293.06542212;36357.0
3411;534.0665;0.1565523306948109;4967.12;5010.0;113512908.04015402;30331.0
3682;599.4066;0.16268332428028245;5010.58;5022.61;83029938.18934777;26930.0
3706;629.0611;0.16972477064220184;5023.32;5043.5;113384086.59123552;31930.0
3816;622.2589;0.1629979035639413;5074.9;5027.9259999999995;53198344.56161806;22706.0
4001;833.7325;0.20819795051237192;5035.2;5026.05;126095247.16217542;38065.0
3773;721.3963;0.19109461966604824;5027.4105285;4999.03;88839525.78363587;32618.0
4276;637.5047;0.1489710009354537;4945.31325513;4965.0;116343190.00552748;37339.0
4746;785.1709;0.1654024441635061;4967.0;4993.95;210069967.86949;53677.0
5314;725.0493;0.13643206624012044;4995.66;5015.0;104113672.6114777;35080.0
5662;431.54420000000016;0.07612151183327448;5020.58;5012.15;95961323.4733487;33244.0
6343;415.0428;0.06542645435913605;5046.0317676;5003.0;132774208.68848117;40820.0
7142;304.7916;0.04256510781293756;5037.5;5008.5;116104655.15103288;39095.0
7175;182.2149;0.025365853658536587;5005.38907714;4940.5;174142004.69631943;55496.0
7317;230.6317;0.03143364766981003;4935.51;4907.5;172371971.94615573;55365.0
6816;119.62570000000002;0.017458920187793426;4893.3;4903.9;247960712.56269318;70195.0
6558;161.8458;0.024550167734065258;4861.06;4833.0;114418281.94695;39202.0
6359;177.6102;0.027834565183204905;4871.99919426;4848.09;205960812.14945105;59544.0
6145;178.6816;0.028966639544344995;4851.0;4930.0;167402085.25949657;52171.0
5442;195.6599;0.03583241455347299;4928.39;4881.63;110565831.85259894;36331.0
4998;-7.906499999999987;-0.0014005602240896359;4918.6001799999985;4906.49;47212058.54394839;21645.0
5138;23.94270000000001;0.004476449980537174;4939.3;4968.14956754;117374773.68337087;36669.0
4890;28.46880000000002;0.00572597137014315;4944.01;4915.0;52835516.32400572;22301.0
4514;175.2558;0.038768276473194516;4954.2;4923.5;56430206.6675652;19195.0
4258;321.3275;0.07538750587130108;4920.49546426;4894.42;53124201.16693873;20085.0
4137;391.3766;0.09451293207638384;4893.68;4949.25;96602228.76349266;32239.0
4162;467.7914;0.11220567035079287;4945.65;4978.0;95632946.73223016;34843.0
4111;423.6606;0.10289467282899538;4969.94;4935.5;60741927.33199978;24657.0
4677;512.0572;0.10947188368612358;4932.24;4943.25;56362370.94910282;22166.0
4415;559.5278;0.12661381653454135;4948.98881616;4966.5;50697862.76305874;21216.0
4079;530.5056999999998;0.1299338073057122;4965.67983022;4951.0;33029072.358462445;16712.0
4432;552.4339;0.12454873646209386;5000.3;4963.5;40218147.90107722;20804.0
4835;541.001;0.11189245087900723;5007.0;5005.0;136278179.33826643;40592.0
5489;695.3417;0.12661687010384404;5004.73;5030.71;169300499.4415548;45754.0
5737;250.97030000000007;0.04357678229039568;5026.37;5005.5;219712677.900402;58008.0
5934;564.5694000000002;0.09504550050556117;4992.44862;4985.73;128065722.1584184;37904.0
5775;440.4347;0.0761904761904762;4985.11;4990.0;90136554.32652745;31599.0
5764;495.74480000000005;0.08587786259541985;4989.74;5012.0;70907032.47974443;29055.0
5885;535.0073;0.09090909090909093;5014.51;5031.04;97057843.31323494;35419.0
5218;418.7944;0.08010732081257188;5032.19757364;5027.46;107399785.31847264;40022.0
5004;409.1641;0.08173461231015187;5068.1733693000015;5020.0;30848814.74905311;19882.0
5017;414.26820000000015;0.08251943392465617;5011.77;5001.67008093;118950275.89845458;43331.0
4843;397.3506;0.08197398306834608;5001.52;5010.34;34805518.2165291;20560.0
4147;395.1589;0.0952495780081987;5006.94;5034.99;34113671.66433717;19786.0
3752;371.5505;0.09888059701492537;5035.0;5039.73;53899090.30123363;22001.0
3256;346.0753;0.10626535626535627;5040.95;5029.16;58576008.93848897;23140.0
3205;399.4643;0.12449297971918875;5014.63;4996.0;64734039.11496998;22870.0
2878;432.249;0.15010423905489922;4998.3;5001.0;36652515.99787612;17650.0
3039;550.1248;0.1809805857189865;5054.8;4994.5;20958068.334608294;11940.0
2695;520.6116;0.19294990723562155;5001.68;5007.93;20984040.087350257;10732.0
2912;584.4925;0.20054945054945056;5015.0;5019.36;34216731.34267317;15808.0
2843;585.2563;0.2057685543440028;5019.71640702;5019.78;18305454.294061344;11243.0
3390;652.7292;0.192330383480826;5018.71951145;5001.0;23333108.90521632;13179.0
3074;621.0504000000002;0.2020169160702668;5001.64;4995.18500442;74241111.56325579;27614.0
3238;677.3776;0.2090796788140828;5044.3;5159.88;33325603.75019513;16096.0
3412;642.1791000000002;0.1881594372801876;5036.8;5044.0;24095599.46675236;11946.0
3173;562.7411999999998;0.17711944531988655;5044.08773544;5007.78;23740055.876233216;11228.0
3580;627.0377000000002;0.17513966480446927;4997.05;5007.5;75056404.65956277;27898.0
3932;806.6674;0.20498474059003047;5179.99999996;5018.5;62760739.53533302;24559.0
3941;822.0018;0.20857650342552653;5164.99999999;5049.0;66290398.606093295;27201.0
4185;860.3667;0.2054958183990442;5049.45;5120.5;240118322.313454;69649.0
4586;995.649;0.21696467509812475;5186.96573837;5183.5;361175446.7557072;99226.0
3922;792.7366;0.2019377868434472;5188.54;5153.0;184919922.62524888;55845.0
3906;832.1489999999999;0.21300563236047107;5153.0;5167.0;85040006.72944838;35217.0
3707;761.5026;0.20528729430806586;5161.6;5156.0;92171763.42382304;37140.0
3508;807.0978;0.23004561003420754;5193.3;5086.0;133870768.13871336;43305.0
3496;649.4057;0.18564073226544625;5115.2;5004.25;314350846.2907377;90848.0
3075;643.3430000000002;0.2091056910569105;5004.25;5031.28;86977617.45448825;34496.0
2626;504.6349;0.19192688499619195;5031.28;5049.22;64547469.72214608;28436.0
2722;461.2532;0.16936076414401174;5045.57;5039.0;47567342.46731246;24047.0
2437;485.73489999999987;0.1990151826015593;5042.62;5043.81952849;27854640.23283411;15434.0
2327;442.2142;0.18994413407821228;5044.8;5127.0;98157388.71508496;31915.0
2431;529.6949999999998;0.21760592348827645;5180.8;5127.25;158268778.89297608;45962.0
2391;501.8591;0.2095357590966123;5191.4;5140.01;82637305.91088663;30241.0
2541;566.4136;0.2227469500196773;5132.38;5097.0;76058051.9204349;29211.0
2622;679.2559;0.2589626239511823;5097.71;5128.5;74990375.50106312;26829.0
2877;648.3091;0.2252346193952033;5131.24;5129.5;59363785.03011401;25103.0
2689;682.4507;0.2536258832279658;5183.3;5159.0;73596782.25422212;29885.0
2834;734.5603;0.2589978828510939;5155.8;5133.5;98604024.01148066;35188.0
3134;779.7571;0.2485641352903637;5133.87;5120.0;68872426.70661078;27984.0
3007;709.9262000000001;0.23578317259727305;5124.68;5117.06;80241342.57279877;29913.0
3095;748.3831;0.2416801292407109;5120.4;5147.0;47107573.95800316;21937.0
3829;978.5348;0.25541916949595195;5148.91;5157.21;49608558.27486792;20988.0
4100;981.9583;0.2392682926829268;5199.93740387;5135.32;75079260.89593516;27534.0
3917;894.0163;0.22823589481746234;5135.32;5116.5;75300796.5630412;31570.0
3820;879.3451;0.2301047120418848;5120.1;5114.0;163721041.78131786;56916.0
3601;799.5593;0.22188281033046373;5117.3;5257.82269128;54899984.62887906;25131.0
3699;826.5105000000003;0.22330359556636928;5187.7;5128.5;40403556.99890057;21673.0
3950;898.5734;0.22734177215189874;5129.72;5134.5;80633147.22846851;36639.0
3960;808.5511000000001;0.20404040404040405;5135.8;5144.14;144982206.00741416;54216.0
3503;694.0805;0.19811590065658008;5147.06543385;5160.5;52873387.62685243;28334.0
3378;595.8619;0.17613972764949673;5164.25;5186.25;302156326.36932707;87013.0
2998;549.2562;0.18312208138759173;5231.0;5192.0;180092893.16604817;54354.0
2893;584.5803;0.20186657449014864;5238.9;5173.36;171485241.82561278;57201.0
3052;591.4626;0.1936435124508519;5259.6;5275.5;228757394.03625703;62920.0
2979;607.3761000000002;0.20375965088956025;5298.0;5285.5;190026502.762902;56902.0
2692;609.806;0.2262258543833581;5095.17865563;5256.25;128431812.12742718;40062.0
2752;661.7144000000002;0.2401889534883721;5252.12;5315.5;87807895.80075602;32660.0
2923;780.3438;0.2668491276086213;5332.9;5289.0;96217060.28450882;33505.0
3232;759.7266999999997;0.2348391089108911;5292.75;5271.001;75369332.90469876;28733.0
3668;776.5368000000003;0.2115594329334788;5272.68;5252.0;151548944.28136426;44440.0
3301;725.9445000000003;0.21963041502574976;5254.32;5233.5;120420123.84919138;38861.0
3320;713.2574;0.2147590361445783;5216.98081972;5257.5;54626137.21431936;23800.0
3660;617.7325000000002;0.1685792349726776;5279.90380451;5211.0;80832005.37853521;32563.0
3642;643.5257999999999;0.17655134541460735;5197.11;5140.5;221684389.56220752;63420.0
3897;810.9723;0.20785219399538107;5131.55;5186.5;109762013.31143282;37230.0
4973;1185.6201;0.2382867484415845;5250.0;5188.0;89810204.06209174;29152.0
4447;791.6709;0.1778727231841691;5208.1;5243.0;83370897.01053624;35197.0
4711;933.7215;0.1980471237529187;5257.989186399999;5235.0;75992910.94223432;30686.0
4221;927.0059;0.2196162046908316;5234.46;5211.5;116317622.83788662;42526.0
4067;738.2737999999997;0.1814605360216376;5214.45;5197.5;52996758.12112722;23304.0
3918;806.9823999999999;0.2057172026544155;5202.98;5202.60722126;50642898.74693066;24115.0
3814;746.5585;0.19559517566858944;5248.02812779;5192.5;56744592.41447019;30645.0
4230;895.7536;0.2115839243498818;5220.40910222;5251.9;107906930.57285576;43794.0
3876;773.6345000000001;0.19943240454076366;5256.25;5279.0;80757658.59229189;34468.0
3394;653.9821000000002;0.19239835002946376;5340.03;5270.0;138967129.27604184;47546.0
3056;519.9029;0.16982984293193715;5299.9;5253.62;94991031.93338718;36480.0
2882;508.4037;0.17626648160999306;5299.06218195;5246.0;108941430.36886479;42107.0
2859;554.1504;0.1937740468695348;5243.32;5259.08;84704442.69644499;32447.0
2856;491.51380000000006;0.1719187675070028;5230.83;5255.9;43767243.9915469;21825.0
2900;608.4829;0.2096551724137931;5320.8;5240.0;119528107.42391102;38759.0
2856;491.6168;0.1719187675070028;5245.0;5229.0;60504181.98569457;30021.0
3344;646.8240000000002;0.19318181818181807;5245.0;5211.5;199218794.43812603;59348.0
3628;678.8539;0.1868798235942668;5199.72;5206.6;78392508.9748078;26309.0
3647;573.2496000000001;0.15711543734576364;5233.37;5228.5;47456189.63469346;20638.0
3947;460.9738;0.11654421079300735;5250.5;5228.5;119814017.33462144;41529.0
4210;611.3664000000001;0.14513064133016626;5290.18;5191.5;140268050.18554842;46023.0
4388;599.1542;0.13650865998176845;5220.0;5202.0;181416191.91004467;51519.0
4595;464.91900000000004;0.10097932535364526;5198.1;5214.0;92135262.12551256;31145.0
4774;570.2845;0.1193967322999581;5210.93;5170.56209671;73962867.03269862;27286.0
4680;631.3326999999998;0.13482905982905982;5216.7735838;5210.0;164641523.75811654;44815.0
4839;683.1313;0.14114486464145484;5210.27;5215.91;71911128.06655565;29865.0
4639;716.7981;0.15434360853632248;5222.9;5207.0;46982145.21450068;20129.0
4806;676.985;0.1406575114440283;5208.1;5470.0;44783310.51116113;22055.0
4452;676.3948;0.1518418688230009;5470.0;5207.0;24530142.542703096;15480.0
4601;682.8933999999998;0.14822864594653334;5774.79;5230.1179999999995;21547623.14318317;13124.0
3716;519.1288999999998;0.13966630785791173;5256.4;5211.6;16581152.41221502;11389.0
3821;463.9271;0.12117246794032975;5215.8;5218.0;66664389.6702547;28629.0
3796;531.655;0.1398840885142255;5218.19;5220.82;18711572.523923203;12548.0
3562;507.82470000000006;0.14233576642335766;5215.84;5193.0;133801541.68365742;49018.0
3088;386.4954;0.125;5193.73;5184.0;78865311.70770334;29609.0
2980;381.9361;0.1278523489932886;5217.1;5201.5;101997210.41136208;32534.0
